name,continue_drop,student_id,gender, grade,class,Chinese_marks,english_marks,math_marks
袁琪朋,1,1901435,0,2,9,89.34,51.9,63.1
穆琳秀,1,1901436,1,2,9,86.68,55.9,43.3
项飘宜,1,1901437,1,2,9,83.88,26,12.6
戴琳奕,1,1901438,1,2,9,72.32,72.7,53.9
鲁黛,1,1901439,1,2,9,75.16,40.5,16.7
谢茜,1,1901440,1,2,9,70.4,97.7,79.7
严莹,1,1901441,1,2,9,72.08,63.6,56.2
屈融洁,1,1901442,0,2,9,73.61,49.2,51.3
雷芸丽,1,1901443,0,2,9,86.76,70.6,73.7
花岚,1,1901444,0,2,9,77.09,62.1,43.6
魏凤荷,1,1901445,1,2,9,76.94,58.2,51
卞纯媛,1,1901446,0,2,9,78.21,46.3,36.1
鲍雪凡,1,1901447,0,2,9,74.14,37.9,36.5
彭枝,1,1901448,0,2,9,73.49,82.3,66.3
喻素,1,1901449,1,2,9,88.55,40.6,63.5
田娅钧,1,1901450,1,2,9,76.94,70.9,56.2
管淇昭,1,1901451,0,2,9,86.53,52.3,47.8
狄鸣泰,1,1901452,0,2,9,80.72,63.9,56.3
奚爽,1,1901453,1,2,9,81.3,52.4,55.2
时飘,1,1901454,0,2,9,80.73,36.4,56.2
支薇玉,1,1901455,0,2,9,89.82,56.3,61.1
林雪全,1,1901456,0,2,9,81.48,86.8,84.8
闵涵玉,1,1901457,1,2,10,72.81,75.7,91.6
罗宜婷,0,1901458,0,2,10,78.47,66.2,68.5
杨爱,1,1901459,0,2,10,78.7,51.8,17.3
罗铭琬,1,1901460,1,2,10,84.98,83,68.6
危悦琳,1,1901461,1,2,10,70.68,21.4,34.2
邱淑,1,1901462,1,2,10,85.85,73.1,67.1
麻霄凤,1,1901463,0,2,10,81.96,45.7,58.1
许凤婵,1,1901464,1,2,10,88.05,24,12.4
郭士眉,1,1901465,1,2,10,70.87,57.3,35.7
袁荔函,0,1901466,0,2,10,74.24,21.6,38.9
鲁娜荣,1,1901467,0,2,10,82.4,57.1,44.2
沈枫,1,1901468,0,2,10,85.51,74.4,49.9
淇宇,1,1901469,1,2,10,76.32,44,36.6
毛允英,1,1901470,0,2,10,87.1,71.9,57.5
鲍莉,1,1901471,0,2,10,81.96,62.8,62.1
窦淇,1,1901472,0,2,10,80.93,63.2,34
梁育雄,1,1901473,0,2,10,77.04,65.9,40.8
马瑶启,1,1901474,1,2,10,79.75,61.5,37.3
卫惠妹,1,1901475,0,2,10,79.36,51,29.4
狄倩瑾,1,1901476,0,2,10,87.55,89.1,80.2
苏妹,1,1901477,1,2,10,86.25,16,11.3
苗菲素,1,1901478,1,2,10,78.38,51.8,45.6
许宁青,1,1901479,0,2,10,79.12,35.2,40
禹瑛,1,1901480,1,2,10,73.6,41.3,45.8
蓝媛,1,1901481,0,2,10,83.14,84.6,82.4
和致致,1,1901482,1,2,10,75.47,42,44
张朗霞,1,1901483,0,2,10,85.25,85.4,76.6
汤琪滢,1,1901484,1,2,10,86.55,44.3,66.7
谢飘,1,1901485,1,2,10,73.5,44.1,2.3
万皑苑,1,1901486,1,2,10,83.09,65.4,44.7
鲍轮,1,1901487,0,2,10,86.16,75.3,85.1
阮玲晗,1,1901488,1,2,10,82.4,23.8,31.6
柳竹娜,1,1901489,0,2,10,81.75,24.8,22.9
臧悦宁,1,1901490,1,2,10,71.57,26.7,20.9
柳珊,1,1901491,1,2,10,86.46,62.3,58.2
支艳,1,1901492,0,2,10,89.56,33.2,47.8
何柏婷,0,1901493,1,2,10,78.28,51.1,59.4
莫瑶悦,1,1901494,0,2,10,72.53,55.1,64.2
颜雅,1,1901495,1,2,10,78.17,69.7,51.9
田倩琳,1,1901496,0,2,10,88.64,64.7,76.6
毛育丽,1,1901497,1,2,10,70.79,49.7,39
苏飘亮,1,1901498,0,2,10,87.8,80.6,49
熊夕,1,1901499,1,2,10,81.71,14.7,69.1
韦佩育,1,1901500,1,2,10,83.89,27.1,26.6
凌黛,1,1901501,1,2,10,76.85,82.8,103.2
莫浩洁,1,1901502,0,2,10,79.34,59.3,46.4
舒雁伊,1,1901503,1,2,10,74.12,27,19.8
奚航,0,1901504,1,2,11,76.69,47.2,13.4
云青园,1,1901505,0,2,11,84.41,45.5,56.9
苏兰柔,1,1901506,1,2,11,85.25,84.9,68.1
喻轮,1,1901507,1,2,11,87.83,37.9,46.1
汤晓,1,1901508,1,2,11,88,60,51.1
樊园克,1,1901509,0,2,11,89.49,85.9,89.6
滕渊素,0,1901510,1,2,11,72.07,79.8,40.8
郑影伊,1,1901511,1,2,11,73.67,48,16.3
平倩,1,1901512,1,2,11,72.13,41.1,64.9
柏倩爱,1,1901513,1,2,11,81.56,64.3,44.2
皮惠,1,1901514,1,2,11,79.39,26.5,69.4
薛泓彤,1,1901515,1,2,11,83.6,35.3,69.9
元谦淇,1,1901516,0,2,11,79.87,40.3,51.1
骆亮,1,1901517,1,2,11,80.63,14.6,30.1
齐筠盛,1,1901518,0,2,11,71.52,34.7,65.9
米婵夕,1,1901519,1,2,11,88.64,17.3,22.6
喻珠梦,1,1901520,0,2,11,85.99,27.7,55.1
虞凤伊,1,1901521,1,2,11,72.29,44.2,43.7
支雪鸣,0,1901522,0,2,11,79.72,101,74.9
黄华茜,1,1901523,0,2,11,86.73,64.2,47.8
褚珍,1,1901524,1,2,11,84.44,42.9,32.3
阮雪雄,1,1901525,1,2,11,73.01,88.5,63.3
傅士,1,1901526,1,2,11,78.27,28.3,33.7
郝秋,1,1901527,1,2,11,89.91,35.1,34.4
支颖,1,1901528,0,2,11,78.91,7.7,18.3
谢昭雁,1,1901529,0,2,11,72.35,51.4,40.9
平莹静,1,1901530,0,2,11,81.63,51.2,29
毕霭珍,1,1901531,0,2,11,70.23,66.6,60.2
平琳茗,1,1901532,1,2,11,71.87,52.6,37.8
水嘉云,1,1901533,0,2,11,79.76,61.4,53.6
潘洁盛,1,1901534,1,2,11,79.9,51.9,59.4
毕婵,1,1901535,0,2,11,72.14,52.5,17.7
于亚璧,1,1901536,0,2,11,88.91,45.7,48
颜澜,1,1901537,1,2,11,76.27,72.8,82.1
韩莉,1,1901538,1,2,11,73.77,32.2,41.8
锺叶茜,1,1901539,0,2,11,84.1,66.4,75.7
周丹秋,1,1901540,1,2,11,84.66,56.6,13.3
董雪清,1,1901541,1,2,11,80.95,49.5,56.6
项佳和,1,1901542,1,2,11,82.94,59.8,41.3
戴克茜,1,1901543,0,2,11,80.46,52.4,46.1
水晶,1,1901544,0,2,11,78.38,67.2,74.2
尤悦,0,1901545,0,2,11,70.78,52.3,50.3
葛丽滢,1,1901546,1,2,11,72.66,40.8,32
酆钊,1,1901547,0,2,11,89.88,48.5,30.6
唐璧晓,1,1901548,0,2,11,88.33,50.7,10.7
伏若思,1,1901549,0,2,11,81.32,42.6,38
章玉,1,1901550,1,2,11,88.35,66.9,74.6
殷伊,0,1901551,0,2,11,71.51,75.8,68.1
凌枫,1,1901552,1,2,11,89.9,61.5,89.5
周聪时,1,1901553,0,2,11,77.14,75.9,13.2
昌榕茹,1,1901554,1,2,11,84.53,46,45.6
彭美冠,1,1901555,0,2,11,80.4,57.4,44.4
和珍倩,1,1901556,1,2,11,87.62,55.6,30.4
孙宁,1,1901557,0,2,11,80.21,70.3,36.2
明憧,1,1901558,0,2,11,77.41,66.3,51.9
傅丽琰,1,1901559,0,2,11,89.57,70.1,77.9
姜莹瑗,1,1901560,0,2,11,70.18,55.8,56.7
郎苑宏,1,1901561,1,2,12,83.4,53.3,39.1
任辰,1,1901562,0,2,12,85.32,37.3,35.5
施珍轮,1,1901563,1,2,12,84.51,61.1,38
刁美,1,1901564,1,2,12,75.97,47.4,30.4
臧亮,1,1901565,1,2,12,76.76,67.7,59.9
周丽彤,1,1901566,1,2,12,89.75,47.5,44.9
萧弘,1,1901567,0,2,12,85.14,62.6,56.3
和腾月,1,1901568,0,2,12,79.16,58.8,41.2
戚鸣晨,1,1901569,0,2,12,71.86,85.5,56.6
明希爱,1,1901570,1,2,12,75.53,62.5,36.6
蔡莲雪,1,1901571,0,2,12,80.41,65.6,62.5
高筠,0,1901572,1,2,12,81.1,46.7,30.1
章雁之,1,1901573,0,2,12,88.81,41.1,8
常茜时,0,1901574,0,2,12,83.35,69.9,62.3
曹凤欣,1,1901575,0,2,12,78.25,60.1,44.3
陈影菲,1,1901576,0,2,12,79.07,59.6,47.5
沈淳,0,1901577,1,2,12,71.47,67.4,15.7
米芳荷,1,1901578,1,2,12,77.44,53.7,38.9
郎华宜,1,1901579,1,2,12,74.77,40.6,66.1
娄萱雁,1,1901580,1,2,12,85.24,31.9,65.6
陶翰黛,1,1901581,0,2,12,87.56,60,22.9
柯园,1,1901582,0,2,12,86.21,47.8,28.3
章晨榕,1,1901583,0,2,12,71.25,63.6,64
滕舒茗,1,1901584,0,2,12,89.51,63.2,66.2
任泽,1,1901585,0,2,12,74.67,46.4,35.1
殷维柏,1,1901586,1,2,12,74.05,54.6,48
韦梦瑛,1,1901587,0,2,12,79.79,59.7,54.4
卜兰影,1,1901588,1,2,12,82.38,62.5,77.9
邹梦香,1,1901589,0,2,12,76.63,44.5,29.9
高伯凝,0,1901590,0,2,12,72.25,82,55.1
史淳风,1,1901591,0,2,12,84.19,53.5,41.7
齐悦妍,1,1901592,0,2,12,84.58,39.3,39.8
颜佳,1,1901593,0,2,12,76.69,68.5,39.3
王宜行,1,1901594,0,2,12,82.26,43.2,51.9
苏娅雨,1,1901595,1,2,12,87.18,47.8,20.6
陶若,1,1901596,1,2,12,75.5,94.9,70.8
郎英娴,1,1901597,0,2,12,81.1,76.7,77.7
孙韵,1,1901598,1,2,12,81.9,56.3,54.4
夏婵倩,1,1901599,0,2,12,83.05,73.8,86.3
毕瑶楠,1,1901600,0,2,12,79.11,51.1,39
马澜行,1,1901601,1,2,12,82.36,56.9,35.2
熊丽,1,1901602,0,2,12,86.63,57.6,59
方霞淇,1,1901603,1,2,12,82.06,88.2,75.7
蒋腾月,1,1901604,0,2,12,87.9,89.9,74.4
毛妹,1,1901605,1,2,12,74.4,61.4,63.9
冯珊莲,1,1901606,0,2,12,75.85,67.9,55
凌柏,1,1901607,1,2,12,85.21,79.3,67
冯希叶,1,1901608,0,2,12,70.06,53.6,58.4
戴乐,1,1901609,1,2,13,83.57,48.3,68.7
黄倩伦,1,1901610,1,2,13,87.63,61.1,43.4
危苑咏,1,1901611,0,2,13,89.71,44.8,33.6
张琦,1,1901612,0,2,13,81.3,42.4,44.3
沈莎弘,1,1901613,1,2,13,72.21,44,51
皮娴若,1,1901614,1,2,13,82.69,57.2,65.3
彭宇,1,1901615,0,2,13,73.1,64.8,58.6
奚环鹏,1,1901616,0,2,13,84.93,53.8,34.7
杨月育,1,1901617,0,2,13,85.32,76.7,54.2
蒋贞,1,1901618,0,2,13,84.68,79.8,81.9
岑伯时,1,1901619,1,2,13,89.89,76.4,67.6
余云妍,1,1901620,1,2,13,74.73,53.3,41.6
禹启娅,1,1901621,0,2,13,80.86,74.1,49.5
罗铭家,1,1901622,1,2,13,86.19,66.7,57.6
胡芳,1,1901623,1,2,13,85.44,46.5,27.7
孙萍毓,1,1901624,1,2,13,83.51,53.8,40.1
水娴凤,1,1901625,1,2,13,74.6,75.1,62.6
雷颖钧,1,1901626,0,2,13,80.32,83.1,41.3
蒋韵娟,1,1901627,0,2,13,82.13,54.7,32.8
姜荷叶,1,1901628,0,2,13,81.72,44.6,50.3
雷钧泓,1,1901629,1,2,13,82.52,93.9,94.8
刁文,1,1901630,1,2,13,83.09,53.2,40.4
尤婉朗,1,1901631,1,2,13,77.76,72.7,66.6
彭树娅,1,1901632,1,2,13,83.47,48.3,23.5
夏亚,1,1901633,0,2,13,84.67,64.3,34.7
凌依君,0,1901634,1,2,13,81.61,71.1,64
强霭,1,1901635,1,2,13,80.94,55.8,28.4
祝丽锦,1,1901636,1,2,13,78.5,43.2,22.7
袁眉源,1,1901637,1,2,13,78.02,47.9,14.8
昌兰,1,1901638,1,2,13,71.12,58.2,38.9
尹凤栋,1,1901639,1,2,13,77.82,69.8,48.2
梁宜蕊,1,1901640,0,2,13,81.74,69.6,61.3
萧行园,1,1901641,1,2,13,81.78,54.4,50
潘瑗奇,1,1901642,1,2,13,88.65,56.2,47.4
葛琳宜,1,1901643,0,2,13,89.43,63.5,46
尹锦聪,1,1901644,0,2,13,82.08,57.3,35.7
屈轮斌,1,1901645,0,2,13,86.22,77.8,53.1
邵悦爽,1,1901646,1,2,13,71.52,86.5,79
冯鸣淳,1,1901647,1,2,13,82.36,84.8,68.4
廉冰纯,1,1901648,0,2,13,80.34,98.5,88.5
娄建梦,1,1901649,1,2,13,70.83,86.9,74
林树,1,1901650,0,2,13,81.22,56.8,15.2
骆妍慧,1,1901651,1,2,13,78.7,61.1,41.3
万建雅,1,1901652,1,2,13,72.91,25.5,47.4
麻丹韵,1,1901653,1,2,13,75.42,48.1,75.7
狄雅晗,1,1901654,0,2,13,87.55,80.4,64.6
李佩荣,1,1901655,0,2,13,78.44,55.4,73
骆悦芝,0,1901656,0,2,13,71.65,94.7,69.7
曹凡霄,1,1901657,1,2,13,73.86,42.9,27.5
孔露,1,1901658,0,2,13,76.2,56.4,53.1
柏风珍,1,1901659,1,2,13,71.94,73.4,93.5
酆斌,1,1901660,0,2,13,76.98,45,44.7
常静朗,1,1901661,0,2,13,71.65,55.9,44.4
贝茹卿,1,1901662,0,2,13,84.49,66.7,79.4
卜谦,1,1901663,0,2,13,77.69,64.9,73.7
昌妍,1,1901664,0,2,14,79.21,60,63.1
盛娟泽,1,1901665,0,2,14,75.82,53.2,59.4
娄菲珠,1,1901666,1,2,14,73.32,46.4,23.6
汤云泽,1,1901667,1,2,14,84.12,83.6,73.7
李美眉,1,1901668,1,2,14,80.05,74.7,77.8
汪淇,1,1901669,0,2,14,88.59,63.2,38.6
杜琳昭,1,1901670,0,2,14,72.36,81,61
孔琳,1,1901671,1,2,14,83.64,56.7,67.4
湛克露,1,1901672,1,2,14,78.23,50,49.4
卢泽,1,1901673,0,2,14,83.13,43.6,42.2
祁嘉钧,1,1901674,0,2,14,78.48,31,6.8
郑元梦,1,1901675,0,2,14,79.57,60.1,21.2
罗琪爽,1,1901676,1,2,14,75.27,28.9,33.2
郭丹鹏,1,1901677,1,2,14,73.23,55.1,51.1
韩淇仪,1,1901678,0,2,14,77.43,89.1,59.2
严维行,1,1901679,1,2,14,75.14,24,27.4
尤允妍,1,1901680,0,2,14,81.76,60.8,40.4
臧媛清,1,1901681,1,2,14,72.36,75.3,37
季淑,1,1901682,0,2,14,74.93,51,18.6
葛香兰,1,1901683,0,2,14,89.1,56,23.6
路兰,1,1901684,1,2,14,72.96,92,100.2
李巧,1,1901685,1,2,14,79.68,50.8,19.4
萧亮克,1,1901686,1,2,14,82.49,57.5,50.4
莫涵建,1,1901687,0,2,14,78.52,81.8,79
熊雨欢,1,1901688,0,2,14,80.52,81.4,70.3
纪雨,1,1901689,1,2,14,82.03,44.4,11.4
伍丹,1,1901690,0,2,14,89.72,75.4,48.1
邹飘,1,1901691,1,2,14,77.54,90.1,64.2
金莉,1,1901692,0,2,14,84.02,74.5,88.5
窦鹏琬,1,1901693,0,2,14,89.66,58.1,44.8
梁风,1,1901694,1,2,14,82.81,59.4,52.3
潘滢乐,1,1901695,1,2,14,88.96,72.8,57.8
伍馨雨,1,1901696,0,2,14,75.89,56.8,52.2
刁珊奕,1,1901697,0,2,14,72.38,51.7,14.3
水钧瑶,1,1901698,1,2,14,84.75,64.6,77.2
云悦清,1,1901699,0,2,14,79.79,57,35.3
莫伊寒,1,1901700,0,2,14,70.05,29.6,34.6
平之,1,1901701,0,2,14,71.9,57.8,35.4
蔡纯欣,1,1901702,1,2,14,85.95,49.6,41.8
江憧洁,1,1901703,1,2,14,78.08,62.3,26.6
吕嘉竹,1,1901704,1,2,14,79.89,40.1,52.1
卫静姬,1,1901705,0,2,14,80.4,22.7,35.7
田羽铭,1,1901706,1,2,14,77.19,42,17.2
黄露,1,1901707,1,2,14,88.94,58.4,85.1
贺家沫,1,1901708,0,2,14,75.46,46,67.4
何瑶叶,1,1901709,1,2,14,89.28,71.3,78.2
金荣辰,1,1901710,0,2,14,80.23,70.4,95.1
秦琦君,1,1901711,1,2,14,87.46,53.7,54.7
雷文倩,1,1901712,1,2,14,87.59,54.4,64.6
于琛巧,1,1901713,0,2,14,81.04,45.1,39.1
方朗,1,1901714,1,2,15,88.1,64.5,74.5
盛聪,1,1901715,0,2,15,70.42,37.4,46.3
柏全,1,1901716,1,2,15,75.14,53,56.2
纪艳,1,1901717,0,2,15,82.7,56.7,83
潘秀云,1,1901718,1,2,15,71.78,65.5,78.8
廉筠菁,1,1901719,1,2,15,72.4,34.7,57.6
祁晨艺,1,1901720,0,2,15,88.36,53.7,54.3
祁姬琴,1,1901721,0,2,15,80.99,45.6,84.7
贝茗瑞,1,1901722,1,2,15,86.67,38.4,47.2
纪影黛,1,1901723,1,2,15,86.58,50.2,73
危芳凡,1,1901724,0,2,15,80.23,52,48.5
卫固,1,1901725,1,2,15,87.32,49.4,47.4
穆眉琦,1,1901726,1,2,15,88.78,69.1,77.4
彭凤栋,1,1901727,1,2,15,88.15,38.3,25.7
闵镇,1,1901728,0,2,15,72.75,51.3,72
董琦柔,1,1901729,0,2,15,72.31,40.3,50.3
雷鸣寒,1,1901730,0,2,15,74.62,84.1,65.5
钱雁,1,1901731,1,2,15,74.14,55.2,58.4
邬和静,1,1901732,1,2,15,82.69,75.9,83.8
萧爽露,1,1901733,1,2,15,78.12,74.5,99.9
娄维怡,1,1901734,1,2,15,83.81,72,76.3
锺浩风,0,1901735,1,2,15,74.87,49.5,43.8
花言宜,1,1901736,1,2,15,81.85,80.7,89.5
齐颖宇,1,1901737,1,2,15,82.27,39.7,56.5
汪朋瑞,1,1901738,1,2,15,76.27,59.7,103
赵美,1,1901739,0,2,15,78.92,59.9,40.1
魏菲,1,1901740,0,2,15,86.33,56.1,63.2
尹香,1,1901741,0,2,15,81.38,56.2,76.2
蔡灵行,1,1901742,0,2,15,77.62,53.5,45.3
郑丽,1,1901743,0,2,15,83.15,93.7,91.3
毛翰固,1,1901744,0,2,15,78.2,66.6,83.3
江雪环,1,1901745,0,2,15,71.04,66.2,73.6
危一静,1,1901746,1,2,15,70.76,46.8,66.6
梅宜和,1,1901747,1,2,15,75.19,62.2,68.2
葛之致,1,1901748,0,2,15,75.09,66,35.4
潘琬爽,1,1901749,0,2,15,82.58,47.4,78.1
傅子娜,1,1901750,1,2,15,76.31,43.4,34.3
狄凡源,1,1901751,1,2,15,89.23,35.5,38.8
黄腾克,0,1901752,0,2,15,83.58,31.7,64.6
王融玲,1,1901753,1,2,15,81.8,64.4,89
锺宇珍,1,1901754,0,2,15,74.36,48.3,33.5
汤镇,1,1901755,1,2,15,73.41,44.8,73.3
常弘璐,1,1901756,1,2,15,72.62,92.1,70.9
熊芳,1,1901757,0,2,15,84.34,44.5,63.2
锺雅娜,1,1901758,1,2,15,78.47,80.6,96.6
尤可萱,1,1901759,1,2,15,88.74,39.9,40.9
梅静铭,1,1901760,1,2,15,72.8,40.9,50.5
韦奕姣,1,1901761,0,2,15,86.79,55.3,65.5
颜柔寒,1,1901762,1,2,15,88.25,61.4,67.4
安钧筠,0,1901763,0,2,16,76.72,55.6,72.5
元雪,1,1901764,0,2,16,77.52,61.1,45.4
梅乐园,1,1901765,1,2,16,81.3,57.1,70.7
殷琪莉,1,1901766,1,2,16,77.15,35.3,43.4
余朋影,1,1901767,1,2,16,84.38,28.8,54.7
赵文枝,1,1901768,1,2,16,83.61,75.5,76.8
昌依琛,1,1901769,0,2,16,80.2,67,86.2
毕蕊琦,1,1901770,0,2,16,75.81,43.5,86.5
魏栋云,1,1901771,0,2,16,87.04,61.1,53.4
萧勤吉,1,1901772,1,2,16,77.54,54.2,60.9
齐斌梦,1,1901773,0,2,16,85.58,40.2,17.4
伏瑾辰,1,1901774,1,2,16,82.96,82.7,89.6
蒋泓子,1,1901775,1,2,16,75.9,61.5,37.6
朱筠瑶,1,1901776,1,2,16,76.42,46.3,57.1
邹卿沫,1,1901777,0,2,16,81.96,62.5,73.9
林漩惠,1,1901778,0,2,16,87.13,71.4,67.9
戚荣莉,1,1901779,1,2,16,89.07,62.6,62.8
卞榕,1,1901780,1,2,16,70.2,30.2,34.9
岑莹栋,1,1901781,0,2,16,73.74,85.5,80.8
卫瑶慧,1,1901782,1,2,16,79.62,68.4,21.4
禹秀佩,1,1901783,0,2,16,89.77,21.4,13.7
管弘莲,1,1901784,1,2,16,83.92,73.2,79.4
施惠枫,1,1901785,1,2,16,72.29,31.8,76.3
霍勤鸣,1,1901786,0,2,16,76.09,52.2,52.3
冯凡铭,1,1901787,1,2,16,71.27,60.2,56.4
锺娅,1,1901788,0,2,16,85.04,36.3,25
李霄旭,1,1901789,1,2,16,85.08,38,32.1
邬悦娜,1,1901790,1,2,16,74.41,30.9,63.8
范雨泽,1,1901791,1,2,16,86.37,33,62.8
袁亚,1,1901792,1,2,16,80.57,72.2,76.4
皮眉,1,1901793,1,2,16,75.93,57.3,55.8
禹琳伦,1,1901794,0,2,16,83.32,45.6,71.1
柏融,1,1901795,1,2,16,86.03,45,46.2
谈莲艳,1,1901796,1,2,16,72.1,65,92.6
喻源璧,1,1901797,1,2,16,87.82,51.2,40.5
鲍舒,1,1901798,1,2,16,70.68,51.3,80
林锦,1,1901799,1,2,16,77.59,68.7,14.2
项倩,1,1901800,0,2,16,82.52,88.9,73.7
危蓓爽,1,1901801,1,2,16,71.43,30.2,37.2
阮凤雨,1,1901802,0,2,16,75.8,46.2,32
锺薇,1,1901803,1,2,16,84.12,50.6,51.7
周荷,1,1901804,1,2,16,79.2,64.2,60.2
舒琰漩,1,1901805,1,2,16,74.83,46.8,53.8
康文,1,1901806,0,2,16,86.79,33.5,10.4
邱函,1,1901807,0,2,16,79.98,57.3,50.2
凤惠娜,1,1901808,0,2,16,76.25,26,29.6
茅冰,1,1901809,0,2,16,75.39,28.5,61.2
邱莹时,1,1901810,1,2,16,73.01,31.7,20.1
姜元玲,1,1901811,0,2,16,79.3,52.9,41.4
麻雪,0,1901812,1,2,16,73.59,52.1,35.9
姜若,1,1901813,0,2,16,87.45,35.4,9.9
伏聪沫,1,1901814,0,2,16,84.19,28.7,9.4
米瑶伦,1,1901815,0,2,16,72.29,33.8,39.3
毛妍静,1,1901816,0,2,16,87,23.8,42.3
廉影,1,1901817,1,2,16,79.54,51.9,63.1
汤斌,1,1901818,0,2,17,89.62,55.9,43.3
陶轮澜,1,1901819,0,2,17,71.71,26,12.6
伍丽,1,1901820,0,2,17,81.06,72.7,53.9
邱可贞,1,1901821,0,2,17,76.93,40.5,16.7
刁朋怡,1,1901822,1,2,17,79.26,97.7,79.7
邵朋怡,1,1901823,1,2,17,71.94,63.6,56.2
谢澜,1,1901824,0,2,17,74.42,49.2,51.3
余环,1,1901825,0,2,17,70.74,70.6,73.7
俞冰,1,1901826,1,2,17,80.89,62.1,43.6
姚铎月,1,1901827,0,2,17,80.23,58.2,51
窦芳,1,1901828,1,2,17,81.85,46.3,36.1
花奇,1,1901829,0,2,17,85.87,37.9,36.5
沈珊固,1,1901830,1,2,17,87.15,82.3,66.3
罗翔,1,1901831,1,2,17,73.68,40.6,63.5
金欢希,1,1901832,0,2,17,78.54,70.9,56.2
卞竹琳,1,1901833,0,2,17,74.86,52.3,47.8
纪婉思,1,1901834,1,2,17,88.67,63.9,56.3
乐澜嘉,1,1901835,0,2,17,78.08,52.4,55.2
凤莎枫,1,1901836,1,2,17,72.86,36.4,56.2
杨琦爱,1,1901837,0,2,17,81.55,56.3,61.1
昝莲,1,1901838,1,2,17,76.31,86.8,84.8
计珍昭,1,1901839,1,2,17,71.14,75.7,91.6
苗凡珍,0,1901840,1,2,17,74.27,66.2,68.5
卞珍亨,1,1901841,0,2,17,73.67,51.8,17.3
喻家,1,1901842,1,2,17,82.17,83,68.6
柳冠,1,1901843,1,2,17,70.27,21.4,34.2
米艳莎,1,1901844,1,2,17,79.9,73.1,67.1
水倩维,1,1901845,0,2,17,89.68,45.7,58.1
卞巧,1,1901846,0,2,17,73.57,24,12.4
凤婷,1,1901847,1,2,17,85.47,57.3,35.7
酆克,0,1901848,1,2,17,78.32,21.6,38.9
孙维蕊,1,1901849,0,2,17,85.09,57.1,44.2
莫蓉,1,1901850,0,2,17,87.88,74.4,49.9
安云咏,1,1901851,1,2,17,79.18,44,36.6
潘之姣,1,1901852,0,2,17,80.66,71.9,57.5
顾淇璧,1,1901853,0,2,17,71.89,62.8,62.1
卞凝姣,1,1901854,0,2,17,80.01,63.2,34
李宜蓓,1,1901855,1,2,17,86.91,65.9,40.8
柳雨,1,1901856,0,2,17,71.75,61.5,37.3
田蕊,1,1901857,1,2,17,70.84,51,29.4
胡琳,1,1901858,0,2,17,81.78,89.1,80.2
罗蓓泽,1,1901859,1,2,17,77.63,16,11.3
蓝艺华,1,1901860,0,2,17,87.41,51.8,45.6
贝柔,1,1901861,0,2,17,74.76,35.2,40
骆晗凝,1,1901862,0,2,17,75.23,41.3,45.8
徐凡菲,1,1901863,1,2,17,79.29,84.6,82.4
苗谦蕊,1,1901864,0,2,17,73.59,42,44
穆荷欣,1,1901865,1,2,17,89.17,85.4,76.6
纪蕊轮,1,1901866,0,2,17,73.74,44.3,66.7
杜婷影,1,1901867,1,2,17,77.84,44.1,2.3
方奇,1,1901868,1,2,17,86.56,65.4,44.7
苏玲建,1,1901869,1,2,17,86.63,75.3,85.1
马家树,1,1901870,1,2,17,86.5,23.8,31.6
沈锦芸,1,1901871,1,2,17,87.06,24.8,22.9
沈婵羽,1,1901872,0,2,17,80.06,26.7,20.9
屈翔影,1,1901873,0,2,17,72.25,62.3,58.2
袁若,1,1901874,0,2,17,82.08,33.2,47.8
贝琳,0,1901875,0,2,17,77.05,51.1,59.4
于云璧,1,1901876,0,2,18,78.57,55.1,64.2
韩美霄,1,1901877,1,2,18,85.7,69.7,51.9
江洁,1,1901878,0,2,18,79.63,64.7,76.6
沈琪莉,1,1901879,0,2,18,70.45,49.7,39
华淇宜,1,1901880,1,2,18,87.25,80.6,49
沈泓元,1,1901881,0,2,18,86.67,14.7,69.1
米香莎,1,1901882,0,2,18,77.8,27.1,26.6
孟维蓉,1,1901883,0,2,18,84.81,82.8,103.2
董娴,1,1901884,0,2,18,85.49,59.3,46.4
霍婕鸣,1,1901885,0,2,18,81.09,27,19.8
陶依香,0,1901886,0,2,18,71.1,47.2,13.4
魏晶,1,1901887,0,2,18,83.1,45.5,56.9
鲍岚,1,1901888,0,2,18,72.45,84.9,68.1
蓝馨冠,1,1901889,1,2,18,85.08,37.9,46.1
季婉渊,1,1901890,1,2,18,70.54,60,51.1
喻炎亨,1,1901891,0,2,18,76.37,85.9,89.6
吴镇,0,1901892,1,2,18,84.69,79.8,40.8
狄云,1,1901893,1,2,18,81.2,48,16.3
薛婵腾,1,1901894,1,2,18,89.58,41.1,64.9
时昭宜,1,1901895,1,2,18,75.97,64.3,44.2
邵羽,1,1901896,1,2,18,84.04,26.5,69.4
娄聪晗,1,1901897,0,2,18,74.11,35.3,69.9
于妍,1,1901898,1,2,18,84.59,40.3,51.1
韦云倩,1,1901899,0,2,18,86.65,14.6,30.1
蓝洁,1,1901900,0,2,18,80.89,34.7,65.9
韩雄,1,1901901,1,2,18,80.3,17.3,22.6
杨莉婉,1,1901902,1,2,18,86.36,27.7,55.1
韦全婵,1,1901903,0,2,18,71.9,44.2,43.7
霍婷淑,0,1901904,0,2,18,82.02,101,74.9
姚姬,1,1901905,0,2,18,86.73,64.2,47.8
何茹,1,1901906,0,2,18,84.09,42.9,32.3
管航启,1,1901907,1,2,18,87.38,88.5,63.3
